field_1,Join2,GISJOIN,County,Tract,CensusYEAR,STATEA,COUNTY_1,COUNTYA,TRACTA,Census_ID,Total_Resid,OnlyEnglis,Spanish,French,FrenchCreo,Italian,Portuguese,German,Yiddish,OtherWGerm,Scandinavi,Greek,Russian,Polish,SerboCroat,OtherSlavi,Armenian,Persian,Gujarati,Hindi,Urdu,OtherIndic,OtherIndoE,Chinese,Japanese,Korean,MonKhmer,Hmong,Thai,Laotian,Vietnamese,OtherAsian,Tagalog,OtherPacIs,Navajo,OtherAmerI,Hungarian,Arabic,Hebrew,African,OtherOther,P_English,P_Spanish,P_French,P_FrenchCr,P_Italian,P_Portugue,P_German,P_Yiddish,P_OtherWGe,P_Scandina,P_Greek,P_Russian,P_Polish,P_SerboCro,P_OtherSla,P_Armenian,P_Persian,P_Gujarati,P_Hindi,P_Urdu,P_OtherInd,P_OtherI_1,P_Chinese,P_Japanese,P_Korean,P_MonKhmer,P_Hmong,P_Thai,P_Laotian,P_Vietname,P_OtherAsi,P_Tagalog,P_OtherPac,P_Navajo,P_OtherAme,P_Hungaria,P_Arabic,P_Hebrew,P_African,P_OtherOth,LanguageCo
"1055","36047118600",G3600470118600,"47","118600","2010","36",Broooklyn,"47","118600","Census Tract 1186, Brooklyn","3198","921","1808","0","50","0","0","0","0","0","0","0","10","18","0","0","0","0","0","0","0","306","38","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9",0.29,0.57,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.1,0.01,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"4"
"1056","36047118800",G3600470118800,"47","118800","2010","36",Broooklyn,"47","118800","Census Tract 1188, Brooklyn","3911","1332","1344","0","0","25","0","9","0","0","0","0","0","0","0","0","0","0","0","0","118","747","10","0","0","0","0","0","0","0","0","214","19","0","0","0","0","0","0","93","0",0.34,0.34,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.19,0,0,0,0,0,"0",0,0,0,0.05,0,0,"0",0,0,0,0,0.02,0,"6"
"1057","36047119200",G3600470119200,"47","119200","2010","36",Broooklyn,"47","119200","Census Tract 1192, Brooklyn","2597","991","1606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.38,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"2"
"1058","36047119400",G3600470119400,"47","119400","2010","36",Broooklyn,"47","119400","Census Tract 1194, Brooklyn","3243","2062","1080","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86","0",0.64,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.03,0,"3"
"1059","36047119600",G3600470119600,"47","119600","2010","36",Broooklyn,"47","119600","Census Tract 1196, Brooklyn","4491","2940","1150","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.65,0.26,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"3"
"1060","36047120000",G3600470120000,"47","120000","2010","36",Broooklyn,"47","120000","Census Tract 1200, Brooklyn","2124","1246","560","21","10","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","218","0","0","0","0","0","0","0","0","0","0","0","27","10","0","0","0","0","21","0",0.59,0.26,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,"0",0,0,0,0,0,0.01,"0",0,0,0,0,0.01,0,"3"
"1061","36047120800",G3600470120800,"47","120800","2010","36",Broooklyn,"47","120800","Census Tract 1208, Brooklyn","7341","5981","1053","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","235","31",0.81,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.03,0,"3"
"1062","36047121000",G3600470121000,"47","121000","2010","36",Broooklyn,"47","121000","Census Tract 1210, Brooklyn","4117","2492","1551","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.61,0.38,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"2"
"1063","36047121400",G3600470121400,"47","121400","2010","36",Broooklyn,"47","121400","Census Tract 1214, Brooklyn","3678","2376","1133","0","169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.65,0.31,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"3"
"1064","36047122000",G3600470122000,"47","122000","2010","36",Broooklyn,"47","122000","Census Tract 1220, Brooklyn","4461","3139","619","41","167","36","0","0","60","0","0","0","0","0","0","0","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","332","0",0.7,0.14,0.01,0.04,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.07,0,"4"
"1065","36047054600",G3600470054600,"47","54600","2010","36",Broooklyn,"47","54600","Census Tract 546, Brooklyn","4079","1691","176","0","25","0","0","0","56","0","0","32","1568","0","29","43","16","0","0","220","0","0","22","50","0","0","0","0","0","0","0","24","0","0","0","0","0","19","108","0","0",0.41,0.04,0,0.01,0,0,0,0.01,0,0,0.01,0.38,0,0.01,0.01,0,0,0,0.05,0,0,0.01,0.01,0,0,0,"0",0,0,0,0.01,0,0,"0",0,0,0,0.03,0,0,"5"
"1066","36047120200",G3600470120200,"47","120200","2010","36",Broooklyn,"47","120200","Census Tract 1202, Brooklyn","1393","868","255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0",0.62,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.04,0,"4"
"1067","36047072600",G3600470072600,"47","72600","2010","36",Broooklyn,"47","72600","Census Tract 726, Brooklyn","2594","1843","203","246","270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0",0.71,0.08,0.09,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0.01,"0",0,0,0,0,0,0,"4"
"1068","36047004600",G3600470004600,"47","4600","2010","36",Broooklyn,"47","4600","Census Tract 46, Brooklyn","1037","710","90","0","0","58","0","7","0","0","0","43","0","0","0","0","0","0","0","0","0","0","12","68","0","26","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0",0.68,0.09,0,0,0.06,0,0.01,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0,0.03,0,"0",0,0,0,0,0,0,"0",0,0,0.02,0,0,0,"7"
"1069","36047061002",G3600470061002,"47","61002","2010","36",Broooklyn,"47","61002","Census Tract 610.02, Brooklyn","3622","779","50","35","0","0","0","0","12","0","0","0","2354","123","0","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","0","0","69","0","0",0.22,0.01,0.01,0,0,0,0,0,0,0,0,0.65,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0.03,0,0,"0",0,0,0,0.02,0,0,"6"
"1070","36047061600",G3600470061600,"47","61600","2010","36",Broooklyn,"47","61600","Census Tract 616, Brooklyn","1650","657","34","12","0","28","0","0","68","0","0","0","805","0","0","0","0","18","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0",0.4,0.02,0.01,0,0.02,0,0,0.04,0,0,0,0.49,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,"0",0,0,0,0,0,0,"0",0,0,0,0.01,0,0,"5"
"1071","36047067200",G3600470067200,"47","67200","2010","36",Broooklyn,"47","67200","Census Tract 672, Brooklyn","1517","992","0","13","169","185","0","0","0","0","0","77","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","0",0.65,0,0.01,0.11,0.12,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0.03,0,0,"6"
"1072","36047067400",G3600470067400,"47","67400","2010","36",Broooklyn,"47","67400","Census Tract 674, Brooklyn","2182","1701","194","71","124","0","0","0","0","0","0","10","10","0","0","0","0","0","0","0","0","0","11","39","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0",0.78,0.09,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,"0",0,0,0,0,0.01,0,"0",0,0,0,0,0,0,"5"
"1073","36047067600",G3600470067600,"47","67600","2010","36",Broooklyn,"47","67600","Census Tract 676, Brooklyn","2034","1468","151","26","321","8","0","0","0","0","0","4","11","0","0","23","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.72,0.07,0.01,0.16,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"3"
"1074","36047067800",G3600470067800,"47","67800","2010","36",Broooklyn,"47","67800","Census Tract 678, Brooklyn","2591","1636","34","155","535","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","31","23","121","0",0.63,0.01,0.06,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0.02,0,0,"0",0,0,0.01,0.01,0.05,0,"5"
"1075","36047051002",G3600470051002,"47","51002","2010","36",Broooklyn,"47","51002","Census Tract 510.02, Brooklyn","3567","2423","422","91","510","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","0","0","13","0","0","0","0","0","0","16","0","0","0","0","0","27","0",0.68,0.12,0.03,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.01,0,"5"
"1076","36047051601",G3600470051601,"47","51601","2010","36",Broooklyn,"47","51601","Census Tract 516.01, Brooklyn","5507","3238","1291","164","775","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9",0.59,0.23,0.03,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"4"
"1077","36047051602",G3600470051602,"47","51602","2010","36",Broooklyn,"47","51602","Census Tract 516.02, Brooklyn","3002","2050","283","78","313","8","0","9","18","0","0","0","8","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","30","0","0","0","18","0","178","0",0.68,0.09,0.03,0.1,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0.01,"0",0,0,0.01,0,0.06,0,"5"
"1078","36047061003",G3600470061003,"47","61003","2010","36",Broooklyn,"47","61003","Census Tract 610.03, Brooklyn","1126","338","179","0","37","0","0","0","0","0","0","0","336","0","0","6","0","0","0","0","151","0","29","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.3,0.16,0,0.03,0,0,0,0,0,0,0,0.3,0,0,0.01,0,0,0,0,0.13,0,0.03,0.04,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"7"
"1079","36047061004",G3600470061004,"47","61004","2010","36",Broooklyn,"47","61004","Census Tract 610.04, Brooklyn","4939","823","128","0","0","14","0","0","13","0","0","0","3421","45","0","0","0","23","0","0","66","54","0","27","0","0","0","0","0","0","66","56","6","0","0","0","0","99","10","0","88",0.17,0.03,0,0,0,0,0,0,0,0,0,0.69,0.01,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,"0",0,0,0.01,0.01,0,0,"0",0,0,0.02,0,0,0.02,"5"
"1080","36047069601",G3600470069601,"47","69601","2010","36",Broooklyn,"47","69601","Census Tract 696.01, Brooklyn","4207","2404","185","49","276","0","0","0","91","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","10","0","0","0","99","55","845","41","0",0.57,0.04,0.01,0.07,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0.02,0,0,"0",0,0.02,0.01,0.2,0.01,0,"7"
"1081","36047069602",G3600470069602,"47","69602","2010","36",Broooklyn,"47","69602","Census Tract 696.02, Brooklyn","5708","3350","349","32","78","32","0","0","43","0","0","0","1169","85","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","0","0","0","79","0","0","0","15","0","421","0","0",0.59,0.06,0.01,0.01,0.01,0,0,0.01,0,0,0,0.2,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,"0",0,0,0,0,0.01,0,"0",0,0,0,0.07,0,0,"4"
"1082","36047079601",G3600470079601,"47","79601","2010","36",Broooklyn,"47","79601","Census Tract 796.01, Brooklyn","3913","3030","540","14","244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68","0",0.77,0.14,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.02,0,"4"
"1083","36047079602",G3600470079602,"47","79602","2010","36",Broooklyn,"47","79602","Census Tract 796.02, Brooklyn","5080","3757","361","36","672","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","207","0",0.74,0.07,0.01,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.01,0,0.04,0,"4"
"1084","36047079801",G3600470079801,"47","79801","2010","36",Broooklyn,"47","79801","Census Tract 798.01, Brooklyn","3359","2402","313","77","370","16","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119","0",0.72,0.09,0.02,0.11,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.04,0,"5"
"1085","36047079802",G3600470079802,"47","79802","2010","36",Broooklyn,"47","79802","Census Tract 798.02, Brooklyn","5190","3793","391","0","543","0","0","39","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","16","0","0","0","0","0","74","0","299","0",0.73,0.08,0,0.1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.01,0,0.06,0,"4"
"1086","36047105801",G3600470105801,"47","105801","2010","36",Broooklyn,"47","105801","Census Tract 1058.01, Brooklyn","7077","3780","1212","32","199","10","0","0","0","0","0","0","927","170","0","10","0","0","0","0","0","0","34","159","0","212","0","0","0","0","0","143","0","0","0","0","0","0","20","169","0",0.53,0.17,0,0.03,0,0,0,0,0,0,0,0.13,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0.03,0,"0",0,0,0,0.02,0,0,"0",0,0,0,0,0.02,0,"9"
"1087","36047990100",G3600470990100,"47","990100","2010","36",Broooklyn,"47","990100","Census Tract 9901, Brooklyn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"0"
"1088","36047016300",G3600470016300,"47","16300","2010","36",Broooklyn,"47","16300","Census Tract 163, Brooklyn","3110","2377","382","60","55","0","0","8","0","16","10","13","62","0","10","0","0","0","0","0","0","34","0","0","29","0","0","0","8","0","0","0","0","0","0","7","0","29","0","10","0",0.76,0.12,0.02,0.02,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,"0",0,0,0,0,0,0,"0",0,0,0.01,0,0,0,"5"
"1089","36047016400",G3600470016400,"47","16400","2010","36",Broooklyn,"47","16400","Census Tract 164, Brooklyn","611","353","199","0","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0",0.58,0.33,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0.03,0,0,"0",0,0,0,0,0,0,"4"
"1090","36047016500",G3600470016500,"47","16500","2010","36",Broooklyn,"47","16500","Census Tract 165, Brooklyn","4551","4049","289","0","0","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","87","11","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0",0.89,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,"0",0,0,0,0,0,0,"0",0,0,0.01,0,0,0,"3"
"1091","36047016700",G3600470016700,"47","16700","2010","36",Broooklyn,"47","16700","Census Tract 167, Brooklyn","4627","4039","255","110","0","18","15","40","0","34","0","0","0","18","0","0","0","0","0","14","0","0","0","54","14","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0",0.87,0.06,0.02,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"3"
"1092","36047016800",G3600470016800,"47","16800","2010","36",Broooklyn,"47","16800","Census Tract 168, Brooklyn","1459","973","0","7","0","187","0","16","0","0","7","8","78","0","0","0","11","0","0","0","0","0","0","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.67,0,0,0,0.13,0,0.01,0,0,0,0.01,0.05,0,0,0,0.01,0,0,0,0,0,0,0.12,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"4"
"1093","36047016900",G3600470016900,"47","16900","2010","36",Broooklyn,"47","16900","Census Tract 169, Brooklyn","4318","2970","725","0","0","0","12","39","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","213","82","139","0","0","0","0","38","0","35","14","0","0","0","0","35","0","0",0.69,0.17,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.02,0.03,0,"0",0,0,0.01,0,0.01,0,"0",0,0,0,0.01,0,0,"5"
"1094","36047017000",G3600470017000,"47","17000","2010","36",Broooklyn,"47","17000","Census Tract 170, Brooklyn","3105","1420","196","0","0","227","8","0","0","0","0","95","69","59","0","17","0","0","0","30","26","0","0","768","0","0","0","0","0","0","0","0","0","0","0","0","0","167","0","23","0",0.46,0.06,0,0,0.07,0,0,0,0,0,0.03,0.02,0.02,0,0.01,0,0,0,0.01,0.01,0,0,0.25,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.05,0,0.01,0,"8"
"1095","36047017100",G3600470017100,"47","17100","2010","36",Broooklyn,"47","17100","Census Tract 171, Brooklyn","3643","2905","165","9","0","112","0","0","0","0","0","0","18","0","0","10","0","0","0","0","0","7","75","126","0","15","0","0","0","0","0","0","0","10","0","0","0","126","58","7","0",0.8,0.05,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.03,0.02,0,0,"7"
"1096","36047017200",G3600470017200,"47","17200","2010","36",Broooklyn,"47","17200","Census Tract 172, Brooklyn","2649","842","134","0","0","337","0","0","0","0","0","40","52","161","18","0","0","0","0","0","0","0","118","918","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.32,0.05,0,0,0.13,0,0,0,0,0,0.02,0.02,0.06,0.01,0,0,0,0,0,0,0,0.04,0.35,0,0.01,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"8"
"1097","36047017400",G3600470017400,"47","17400","2010","36",Broooklyn,"47","17400","Census Tract 174, Brooklyn","1596","675","209","0","0","71","0","0","0","0","0","0","215","0","0","0","0","0","43","0","0","55","0","309","0","0","0","0","0","0","10","0","0","0","0","0","0","9","0","0","0",0.42,0.13,0,0,0.04,0,0,0,0,0,0,0.13,0,0,0,0,0,0.03,0,0,0.03,0,0.19,0,0,0,"0",0,0,0.01,0,0,0,"0",0,0,0.01,0,0,0,"7"
"1098","36047017500",G3600470017500,"47","17500","2010","36",Broooklyn,"47","17500","Census Tract 175, Brooklyn","22","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"1"
"1099","36047017600",G3600470017600,"47","17600","2010","36",Broooklyn,"47","17600","Census Tract 176, Brooklyn","1692","684","321","0","0","95","0","0","0","0","0","16","140","75","0","0","0","0","0","0","102","13","0","227","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0",0.4,0.19,0,0,0.06,0,0,0,0,0,0.01,0.08,0.04,0,0,0,0,0,0,0.06,0.01,0,0.13,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.01,0,0,0,"7"
"1100","36047017700",G3600470017700,"47","17700","2010","36",Broooklyn,"47","17700","Census Tract 177, Brooklyn","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"0"
"1101","36047017800",G3600470017800,"47","17800","2010","36",Broooklyn,"47","17800","Census Tract 178, Brooklyn","2262","946","236","11","0","192","0","0","8","0","0","36","49","54","0","9","0","0","0","0","0","0","0","623","0","14","0","0","0","7","0","0","0","0","0","0","0","77","0","0","0",0.42,0.1,0,0,0.08,0,0,0,0,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0.28,0,0.01,0,"0",0,0,0,0,0,0,"0",0,0,0.03,0,0,0,"8"
"1102","36047017900",G3600470017900,"47","17900","2010","36",Broooklyn,"47","17900","Census Tract 179, Brooklyn","3650","2862","388","67","0","8","60","26","0","0","0","0","37","9","10","0","0","0","0","0","8","0","8","33","29","16","0","0","0","0","0","0","0","0","0","0","0","0","0","89","0",0.78,0.11,0.02,0,0,0.02,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.02,0,"5"
"1103","36047018000",G3600470018000,"47","18000","2010","36",Broooklyn,"47","18000","Census Tract 180, Brooklyn","2640","675","561","0","0","249","0","0","0","0","0","0","74","46","0","32","0","0","0","0","0","0","0","774","0","0","0","0","57","0","0","0","0","0","0","0","0","172","0","0","0",0.26,0.21,0,0,0.09,0,0,0,0,0,0,0.03,0.02,0,0.01,0,0,0,0,0,0,0,0.29,0,0,0,"0",0.02,0,0,0,0,0,"0",0,0,0.07,0,0,0,"8"
"1104","36047018100",G3600470018100,"47","18100","2010","36",Broooklyn,"47","18100","Census Tract 181, Brooklyn","3898","3070","123","94","0","114","0","66","0","0","0","0","0","0","0","0","0","0","0","20","0","149","0","14","0","53","0","0","0","0","47","21","0","0","0","0","8","41","29","49","0",0.79,0.03,0.02,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.04,0,0,0,0.01,0,"0",0,0,0.01,0.01,0,0,"0",0,0,0.01,0.01,0.01,0,"6"
"1105","36047018200",G3600470018200,"47","18200","2010","36",Broooklyn,"47","18200","Census Tract 182, Brooklyn","2555","625","450","13","0","280","0","16","0","0","0","27","0","0","0","0","0","0","0","0","0","43","0","1058","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0",0.24,0.18,0.01,0,0.11,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0.41,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.02,0,0,0,"6"
"1106","36047018300",G3600470018300,"47","18300","2010","36",Broooklyn,"47","18300","Census Tract 183, Brooklyn","2231","1847","85","165","0","15","0","0","0","0","36","11","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","20","21","0","0","0","21","0","0","0",0.83,0.04,0.07,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0.01,0.01,"0",0,0,0.01,0,0,0,"4"
"1107","36047018400",G3600470018400,"47","18400","2010","36",Broooklyn,"47","18400","Census Tract 184, Brooklyn","1707","930","59","0","0","177","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","513","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.54,0.03,0,0,0.1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.3,0,0.01,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"4"
"1108","36047018501",G3600470018501,"47","18501","2010","36",Broooklyn,"47","18501","Census Tract 185.01, Brooklyn","2618","1839","639","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","105","0","0","0",0.7,0.24,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.04,0,0,0,"3"
"1109","36047018600",G3600470018600,"47","18600","2010","36",Broooklyn,"47","18600","Census Tract 186, Brooklyn","1543","666","154","0","0","196","38","0","0","0","0","45","37","0","0","0","0","0","0","0","0","0","0","320","0","4","0","0","0","0","0","0","74","0","0","0","0","0","9","0","0",0.43,0.1,0,0,0.13,0.02,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,"0",0,0,0,0,0.05,0,"0",0,0,0,0.01,0,0,"8"
"1110","36047018700",G3600470018700,"47","18700","2010","36",Broooklyn,"47","18700","Census Tract 187, Brooklyn","1555","630","539","79","0","0","0","18","0","0","0","30","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","38","0","0","0","0","206","0","0","0",0.41,0.35,0.05,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,"0",0,0,0,0,0.02,0,"0",0,0,0.13,0,0,0,"6"
